acronym,id,name
4930597A21Rik,51230,RIKEN cDNA 4930597A21 gene
Spp2,51237,secreted phosphoprotein 2
Mrpl32,51239,mitochondrial ribosomal protein L32
Defb29,51241,defensin beta 29
Arhgap36,51245,Rho GTPase activating protein 36
Ndufs7,51247,NADH dehydrogenase (ubiquinone) Fe-S protein 7
Slitrk5,51250,"SLIT and NTRK-like family, member 5"
Kmt2b,51251,lysine (K)-specific methyltransferase 2B
Arhgap12,51256,Rho GTPase activating protein 12
Nop14,51257,NOP14 nucleolar protein
Secisbp2,51261,SECIS binding protein 2
Mettl5,51263,methyltransferase like 5
Arl5a,51264,ADP-ribosylation factor-like 5A
Zfp820,51265,zinc finger protein 820
Tti1,51266,TELO2 interacting protein 1
Igfbpl1,51267,insulin-like growth factor binding protein-like 1
Fam183b,51270,"family with sequence similarity 183, member B"
Anapc15,51271,anaphase prompoting complex C subunit 15
1700001C02Rik,51275,RIKEN cDNA 1700001C02 gene
1700006E09Rik,51278,RIKEN cDNA 1700006E09 gene
Cypt12,51280,cysteine-rich perinuclear theca 12
1700011M02Rik,51284,RIKEN cDNA 1700011M02 gene
Ascc2,51293,activating signal cointegrator 1 complex subunit 2
1700008F21Rik,51294,RIKEN cDNA 1700008F21 gene
Phpt1,51295,phosphohistidine phosphatase 1
Prps1l1,51297,phosphoribosyl pyrophosphate synthetase 1-like 1
Cklf,51299,chemokine-like factor
Syce3,51300,synaptonemal complex central element protein 3
1700001C19Rik,51303,RIKEN cDNA 1700001C19 gene
Dynlrb2,51306,dynein light chain roadblock-type 2
1700011E24Rik,51308,RIKEN cDNA 1700011E24 gene
Spata19,51310,spermatogenesis associated 19
Iqcf5,51311,IQ motif containing F5
1700009N14Rik,51312,RIKEN cDNA 1700009N14 gene
Cfap126,51313,cilia and flagella associated protein 126
Ppp4r1l-ps,51315,"protein phosphatase 4, regulatory subunit 1-like, pseudogene"
Oplah,51316,5-oxoprolinase (ATP-hydrolysing)
Pfn3,51318,profilin 3
1700003F12Rik,51321,RIKEN cDNA 1700003F12 gene
Cox8c,51324,cytochrome c oxidase subunit VIIIc
1700010B08Rik,51326,RIKEN cDNA 1700010B08 gene
Morn5,51336,MORN repeat containing 5
Fabp12,51338,fatty acid binding protein 12
1700010H22Rik,51341,RIKEN cDNA 1700010H22 gene
Cmtm2b,51343,CKLF-like MARVEL transmembrane domain containing 2B
1700013F07Rik,51345,RIKEN cDNA 1700013F07 gene
Pou5f2,51348,"POU domain class 5, transcription factor 2"
1700020N15Rik,51350,RIKEN cDNA 1700020N15 gene
Izumo2,51351,IZUMO family member 2
Gpx6,51353,glutathione peroxidase 6
1700013H16Rik,51355,RIKEN cDNA 1700013H16 gene
1700024B05Rik,51359,RIKEN cDNA 1700024B05 gene
1700021P04Rik,51362,RIKEN cDNA 1700021P04 gene
1700018C11Rik,51365,RIKEN cDNA 1700018C11 gene
Eppin,51367,epididymal peptidase inhibitor
Tex29,51369,testis expressed 29
1700025H01Rik,51372,RIKEN cDNA 1700025H01 gene
Nme5,51374,NME/NM23 family member 5
Clnkos,51377,"cytokine-dependent hematopoietic cell linker, opposite strand"
Fam71e1,51379,"family with sequence similarity 71, member E1"
Fpgt,51381,fucose-1-phosphate guanylyltransferase
1700019G17Rik,51382,RIKEN cDNA 1700019G17 gene
Akap13,51388,A kinase (PRKA) anchor protein 13
Paqr9,51393,progestin and adipoQ receptor family member IX
Zc3h14,51394,zinc finger CCCH type containing 14
1700020D05Rik,51396,RIKEN cDNA 1700020D05 gene
1700026D08Rik,51397,RIKEN cDNA 1700026D08 gene
Ep400,51401,E1A binding protein p400
Dnali1,51404,"dynein, axonemal, light intermediate polypeptide 1"
Rsph9,51405,radial spoke head 9 homolog (Chlamydomonas)
Ccdc101,51406,coiled-coil domain containing 101
Capsl,51409,calcyphosine-like
Nhej1,51411,nonhomologous end-joining factor 1
Spata9,51412,spermatogenesis associated 9
Acyp2,51413,"acylphosphatase 2, muscle type"
2310007L24Rik,51414,RIKEN cDNA 2310007L24 gene
Dynap,51418,dynactin associated protein
Fggy,51419,FGGY carbohydrate kinase domain containing
Zbtb4,51421,zinc finger and BTB domain containing 4
Yipf7,51422,"Yip1 domain family, member 7"
Dusp9,51431,dual specificity phosphatase 9
Malsu1,51434,mitochondrial assembly of ribosomal large subunit 1
Prl7b1,51437,"prolactin family 7, subfamily b, member 1"
Ndufaf2,51438,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2"
Pcdh1,51440,protocadherin 1
Calml4,51441,calmodulin-like 4
Tm4sf5,51445,transmembrane 4 superfamily member 5
Kdm5b,51446,lysine (K)-specific demethylase 5B
Wnk2,51448,WNK lysine deficient protein kinase 2
2010109A12Rik,51451,RIKEN cDNA 2010109A12 gene
Gns,51453,glucosamine (N-acetyl)-6-sulfatase
Med25,51454,mediator complex subunit 25
Rps25,51458,ribosomal protein S25
Fastkd2,51460,FAST kinase domains 2
Kxd1,51461,KxDL motif containing 1
Spaca3,51463,sperm acrosome associated 3
Tex30,51464,testis expressed 30
Metap1,51465,methionyl aminopeptidase 1
Mageh1,51466,"melanoma antigen, family H, 1"
Snapc1,51468,"small nuclear RNA activating complex, polypeptide 1"
1700010L13Rik,51469,RIKEN cDNA 1700010L13 gene
1700029I15Rik,51482,RIKEN cDNA 1700029I15 gene
Spata25,51483,spermatogenesis associated 25
Ccdc172,51486,coiled-coil domain containing 172
Rai14,51487,retinoic acid induced 14
Ssmem1,51488,serine-rich single-pass membrane protein 1
1700020A23Rik,51497,RIKEN cDNA 1700020A23 gene
Wdr54,51500,WD repeat domain 54
Lin37,51501,lin-37 homolog (C. elegans)
Ccdc64,51506,coiled-coil domain containing 64
Tmem225,51508,transmembrane protein 225
Rasl10a,51509,"RAS-like, family 10, member A"
Pik3r4,51510,"phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150"
Tex22,51512,testis expressed gene 22
Cldn22,51518,claudin 22
Ippk,51519,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase"
Nudt16,51527,nudix (nucleoside diphosphate linked moiety X)-type motif 16
Fam65a,51528,"family with sequence similarity 65, member A"
Higd1b,51530,"HIG1 domain family, member 1B"
Vsig10l,51531,ZV-set and immunoglobulin domain containing 10 like
Anks6,51532,ankyrin repeat and sterile alpha motif domain containing 6
Nr2c2ap,51533,nuclear receptor 2C2-associated protein
2310058D17Rik,51535,RIKEN cDNA 2310058D17 gene
Rilpl1,51536,Rab interacting lysosomal protein-like 1
Fam35a,51539,"family with sequence similarity 35, member A"
Eif4b,51546,eukaryotic translation initiation factor 4B
Krt24,51547,keratin 24
Rbm12,51551,RNA binding motif protein 12
Tmem14a,51553,transmembrane protein 14A
Cul5,51558,cullin 5
Vwa5b1,51559,von Willebrand factor A domain containing 5B1
4932414N04Rik,51562,RIKEN cDNA 4932414N04 gene
Amotl1,51564,angiomotin-like 1
Phf14,51566,PHD finger protein 14
Fam227a,51570,"family with sequence similarity 227, member A"
Idnk,51572,idnK gluconokinase homolog (E. coli)
Iqcd,51573,IQ motif containing D
Mff,51575,mitochondrial fission factor
Pank1,51576,pantothenate kinase 1
Bcl2l12,51577,BCL2-like 12 (proline rich)
Mpp7,51580,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
Egfem1,51581,EGF-like and EMI domain containing 1
Svip,51585,small VCP/p97-interacting protein
Rian,51586,RNA imprinted and accumulated in nucleus
Morc4,51587,microrchidia 4
Sesn3,51588,sestrin 3
Slc10a6,51591,"solute carrier family 10 (sodium/bile acid cotransporter family), member 6"
Ipo4,51592,importin 4
Klf17,51594,Kruppel-like factor 17
9130401M01Rik,51599,RIKEN cDNA 9130401M01 gene
Apol7a,51602,apolipoprotein L 7a
Dcaf17,51604,DDB1 and CUL4 associated factor 17
Slx1b,51605,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)
Dcstamp,51607,dentrocyte expressed seven transmembrane protein
Rab11fip1,51608,RAB11 family interacting protein 1 (class I)
Lppr5,51610,lipid phosphate phosphatase-related protein type 5
Brsk2,51611,BR serine/threonine kinase 2
Pnpla5,51613,patatin-like phospholipase domain containing 5
Adad2,51614,adenosine deaminase domain containing 2
4930402K13Rik,51616,RIKEN cDNA 4930402K13 gene
Ttc23l,51618,tetratricopeptide repeat domain 23-like
Them4,51619,thioesterase superfamily member 4
Lca5,51623,Leber congenital amaurosis 5 (human)
4930431F12Rik,51624,RIKEN cDNA 4930431F12 gene
1700007G11Rik,51625,RIKEN cDNA 1700007G11 gene
Klhl24,51626,kelch-like 24
Ckap5,51627,cytoskeleton associated protein 5
Smurf1,51629,SMAD specific E3 ubiquitin protein ligase 1
Cdyl2,51637,"chromodomain protein, Y chromosome-like 2"
4930444P10Rik,51640,RIKEN cDNA 4930444P10 gene
4930447C04Rik,51642,RIKEN cDNA 4930447C04 gene
4930463O16Rik,51645,RIKEN cDNA 4930463O16 gene
Nln,51646,neurolysin (metallopeptidase M3 family)
Fam154a,51652,"family with sequence similarity 154, member A"
Tasp1,51653,"taspase, threonine aspartase 1"
4930470H14Rik,51656,RIKEN cDNA 4930470H14 gene
Wdr64,51661,WD repeat domain 64
Fam227b,51664,"family with sequence similarity 227, member B"
Senp2,51667,SUMO/sentrin specific peptidase 2
Hormad2,51669,HORMA domain containing 2
Prame,51670,preferentially expressed antigen in melanoma
Rnf139,51682,ring finger protein 139
Ispd,51688,isoprenoid synthase domain containing
Speer7-ps1,51699,"spermatogenesis associated glutamate (E)-rich protein 7, pseudogene 1"
4930568D16Rik,51700,RIKEN cDNA 4930568D16 gene
Tex26,51701,testis expressed 26
Clec4g,51704,"C-type lectin domain family 4, member g"
Arl5b,51710,ADP-ribosylation factor-like 5B
Tcam1,51711,testicular cell adhesion molecule 1
4930589L23Rik,51720,RIKEN cDNA 4930589L23 gene
4930592A05Rik,51721,RIKEN cDNA 4930592A05 gene
4930579K19Rik,51722,RIKEN cDNA 4930579K19 gene
Gstt4,51727,"glutathione S-transferase, theta 4"
4930578I07Rik,51733,RIKEN cDNA 4930578I07 gene
Adal,51735,adenosine deaminase-like
4930578C19Rik,51746,RIKEN cDNA 4930578C19 gene
Fam184a,51747,"family with sequence similarity 184, member A"
Vmp1,51750,vacuole membrane protein 1
Exoc6b,51755,exocyst complex component 6B
4930588G17Rik,51761,RIKEN cDNA 4930588G17 gene
4930566N20Rik,51765,RIKEN cDNA 4930566N20 gene
4930594M17Rik,51778,RIKEN cDNA 4930594M17 gene
4930579G24Rik,51780,RIKEN cDNA 4930579G24 gene
4930584F24Rik,51783,RIKEN cDNA 4930584F24 gene
4930578G10Rik,51793,RIKEN cDNA 4930578G10 gene
Samd7,51794,sterile alpha motif domain containing 7
Srrm2,51797,serine/arginine repetitive matrix 2
Trappc8,51805,trafficking protein particle complex 8
Zdhhc20,51806,"zinc finger, DHHC domain containing 20"
Ccdc162,51814,coiled-coil domain containing 162
Dock11,51815,dedicator of cytokinesis 11
5031434O11Rik,51821,RIKEN cDNA 5031434O11 gene
Rab30,51826,"RAB30, member RAS oncogene family"
Agmat,51827,agmatine ureohydrolase (agmatinase)
Slain2,51832,"SLAIN motif family, member 2"
5033417F24Rik,51836,RIKEN cDNA 5033417F24 gene
5033430I15Rik,51841,RIKEN cDNA 5033430I15 gene
Ms4a18,51843,"membrane-spanning 4-domains, subfamily A, member 18"
Tmem150cos,51844,"transmembrane protein 150C, opposite strand"
Zmym2,51848,"zinc finger, MYM-type 2"
Zc3h18,51855,zinc finger CCCH-type containing 18
Gon4l,51863,gon-4-like (C.elegans)
Gm11346,51865,predicted gene 11346
Cant1,51866,calcium activated nucleotidase 1
Ccdc125,51882,coiled-coil domain containing 125
Ncapg2,51885,"non-SMC condensin II complex, subunit G2"
Ganc,51892,"glucosidase, alpha; neutral C"
Mgea5,51896,meningioma expressed antigen 5 (hyaluronidase)
5830427D03Rik,51902,RIKEN cDNA 5830427D03 gene
5830428M24Rik,51903,RIKEN cDNA 5830428M24 gene
Jakmip1,51912,janus kinase and microtubule interacting protein 1
Rnf183,51913,ring finger protein 183
Pcgf5,51914,polycomb group ring finger 5
Gbp8,51915,guanylate-binding protein 8
Ttpal,51921,tocopherol (alpha) transfer protein-like
Dock8,51929,dedicator of cytokinesis 8
Rapgef2,51930,Rap guanine nucleotide exchange factor (GEF) 2
5830454E08Rik,51941,RIKEN cDNA 5830454E08 gene
5830472F04Rik,51945,RIKEN cDNA 5830472F04 gene
Rap2a,51949,RAS related protein 2a
Lpo,51954,lactoperoxidase
5830477G23Rik,51957,RIKEN cDNA 5830477G23 gene
Arhgap15,51958,Rho GTPase activating protein 15
Gpsm2,51964,"G-protein signalling modulator 2 (AGS3-like, C. elegans)"
Las1l,51971,LAS1-like (S. cerevisiae)
Depdc1a,51972,DEP domain containing 1a
Faxc,51973,failed axon connections homolog (Drosophila)
Mcur1,51978,mitochondrial calcium uniporter regulator 1
Ccdc138,51979,coiled-coil domain containing 138
Ppp1r14c,51983,"protein phosphatase 1, regulatory (inhibitor) subunit 14c"
Fam131b,51997,"family with sequence similarity 131, member B"
Slc35d3,51998,"solute carrier family 35, member D3"
Lamp5,52002,"lysosomal-associated membrane protein family, member 5"
Rsg1,52007,REM2 and RAB-like small GTPase 1
Snrnp35,52008,small nuclear ribonucleoprotein 35 (U11/U12)
Coa5,52019,cytochrome C oxidase assembly factor 5
Usp31,52020,ubiquitin specific peptidase 31
Celf6,52024,"CUGBP, Elav-like family member 6"
Abca6,52025,"ATP-binding cassette, sub-family A (ABC1), member 6"
Adhfe1,52028,"alcohol dehydrogenase, iron containing, 1"
Abhd12,52033,abhydrolase domain containing 12
Med13l,52040,mediator complex subunit 13-like
Stard3nl,52046,STARD3 N-terminal like
Gpr165,52047,G protein-coupled receptor 165
6430710M23Rik,52055,RIKEN cDNA 6430710M23 gene
Jakmip2,52058,janus kinase and microtubule interacting protein 2
Arxes1,52060,adipocyte-related X-chromosome expressed sequence 1
6530402F18Rik,52061,RIKEN cDNA 6530402F18 gene
Magef1,52063,"melanoma antigen family F, 1"
Agbl3,52064,ATP/GTP binding protein-like 3
6530409C15Rik,52065,RIKEN cDNA 6530409C15 gene
Vmn2r29,52070,"vomeronasal 2, receptor 29"
Dnttip1,52074,"deoxynucleotidyltransferase, terminal, interacting protein 1"
Grhpr,52079,glyoxylate reductase/hydroxypyruvate reductase
Rtf1,52087,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)"
Ercc6l2,52092,"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2"
Atp6v0e2,52093,"ATPase, H+ transporting, lysosomal V0 subunit E2"
Slc38a3,52098,"solute carrier family 38, member 3"
Ttc8,52101,tetratricopeptide repeat domain 8
0610040J01Rik,52102,RIKEN cDNA 0610040J01 gene
Gstk1,52104,glutathione S-transferase kappa 1
Tsen54,52106,tRNA splicing endonuclease 54 homolog (S. cerevisiae)
Fads1,52108,fatty acid desaturase 1
Ndfip2,52114,Nedd4 family interacting protein 2
Tax1bp3,52122,Tax1 (human T cell leukemia virus type I) binding protein 3
Gpt,52123,"glutamic pyruvic transaminase, soluble"
Mfap4,52134,microfibrillar-associated protein 4
Asb5,52135,ankyrin repeat and SOCs box-containing 5
Atp11b,52136,"ATPase, class VI, type 11B"
Erp44,52140,endoplasmic reticulum protein 44
Pcnp,52143,PEST proteolytic signal containing nuclear protein
Osbp,52144,oxysterol binding protein
Cog2,52173,component of oligomeric golgi complex 2
Rab2b,52179,"RAB2B, member RAS oncogene family"
Tgds,52196,"TDP-glucose 4,6-dehydratase"
Trmt5,52198,TRM5 tRNA methyltransferase 5
Tbx18,52206,T-box18
Mtif3,52207,mitochondrial translational initiation factor 3
Trp53rk,52208,transformation related protein 53 regulating kinase
Zfp773,52214,zinc finger protein 773
Det1,52216,de-etiolated homolog 1 (Arabidopsis)
Slc24a2,52217,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
Gm9734,52218,predicted gene 9734
Ropn1,52219,"ropporin, rhophilin associated protein 1"
Cep112,52221,centrosomal protein 112
1700010D01Rik,52227,RIKEN cDNA 1700010D01 gene
Ankrd36,52230,ankyrin repeat domain 36
Zfp735,52231,zinc finger protein 735
4930455F16Rik,52238,RIKEN cDNA 4930455F16 gene
Il31,52240,interleukin 31
Pbp2,52241,phosphatidylethanolamine binding protein 2
1700018B08Rik,52246,RIKEN cDNA 1700018B08 gene
1700019B03Rik,52247,RIKEN cDNA 1700019B03 gene
Sun5,52248,Sad1 and UNC84 domain containing 5
Abcc3,52249,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"
1700025B11Rik,52250,RIKEN cDNA 1700025B11 gene
Ift43,52252,intraflagellar transport 43
1700019J19Rik,52253,RIKEN cDNA 1700019J19 gene
1700016D06Rik,52254,RIKEN cDNA 1700016D06 gene
Fam187b,52256,"family with sequence similarity 187, member B"
Znrd1as,52257,Znrd1 antisense
1700023L04Rik,52260,RIKEN cDNA 1700023L04 gene
Pifo,52261,primary cilia formation
1700028K03Rik,52262,RIKEN cDNA 1700028K03 gene
Mroh3,52263,maestro heat-like repeat family member 3
Gid8,52266,GID complex subunit 8 homolog (S. cerevisiae)
Fam209,52267,family with sequence similarity 209
Lhpp,52270,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
2310001H17Rik,52273,RIKEN cDNA 2310001H17 gene
Rftn1,52279,raftlin lipid raft linker 1
Daam2,52282,dishevelled associated activator of morphogenesis 2
2310016D23Rik,52284,RIKEN cDNA 2310016D23 gene
Krtap4-7,52285,keratin associated protein 4-7
Ppp1r18,52289,"protein phosphatase 1, regulatory subunit 18"
Prss23,52294,"protease, serine 23"
Fbxo31,52295,F-box protein 31
2310067E19Rik,52296,RIKEN cDNA 2310067E19 gene
Ccdc134,52298,coiled-coil domain containing 134
Car12,52300,carbonic anyhydrase 12
Casc5,52305,cancer susceptibility candidate 5
Msrb2,52308,methionine sulfoxide reductase B2
Cmya5,52310,cardiomyopathy associated 5
Pcolce2,52318,procollagen C-endopeptidase enhancer 2
Haus8,52319,"4HAUS augmin-like complex, subunit 8"
Smndc1,52320,survival motor neuron domain containing 1
3110002H16Rik,52323,RIKEN cDNA 3110002H16 gene
Lmf1,52324,lipase maturation factor 1
Kndc1,52325,kinase non-catalytic C-lobe domain (KIND) containing 1
Glt8d1,52326,glycosyltransferase 8 domain containing 1
Ly6k,52327,"lymphocyte antigen 6 complex, locus K"
Ppp1r3g,52328,"protein phosphatase 1, regulatory (inhibitor) subunit 3G"
Abhd14b,52332,abhydrolase domain containing 14b
Ppp1r11,52338,"protein phosphatase 1, regulatory (inhibitor) subunit 11"
Paqr4,52339,progestin and adipoQ receptor family member IV
Clasp2,52340,CLIP associating protein 2
Ip6k2,52341,inositol hexaphosphate kinase 2
Commd9,52342,COMM domain containing 9
Aoc1,52348,"amine oxidase, copper-containing 1"
2210015D19Rik,52349,RIKEN cDNA 2210015D19 gene
Plet1,52350,placenta expressed transcript 1
Trappc9,52351,trafficking protein particle complex 9
Lsm8,52363,"LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
Cln6,52365,"ceroid-lipofuscinosis, neuronal 6"
Il34,52368,interleukin 34
2600001M11Rik,52372,RIKEN cDNA 2600001M11 gene
Fam204a,52380,"family with sequence similarity 204, member A"
Tmem101,52388,transmembrane protein 101
Ccdc6,52392,coiled-coil domain containing 6
Atg2b,52400,autophagy related 2B
Prss8,52401,"protease, serine 8 (prostasin)"
Snx7,52402,sorting nexin 7
Qrsl1,52404,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
Fam101b,52407,"family with sequence similarity 101, member B"
Ift46,52409,intraflagellar transport 46
Styxl1,52412,serine/threonine/tyrosine interacting-like 1
Spatc1l,52414,spermatogenesis and centriole associated 1 like
Mfsd2a,52415,major facilitator superfamily domain containing 2A
Faf2,52418,Fas associated factor family member 2
Mib2,52421,mindbomb homolog 2 (Drosophila)
Ipo11,52423,importin 11
Unc5cl,52430,unc-5 homolog C (C. elegans)-like
Dnajc18,52435,"DnaJ (Hsp40) homolog, subfamily C, member 18"
1700040D17Rik,52443,RIKEN cDNA 1700040D17 gene
1700034O15Rik,52447,RIKEN cDNA 1700034O15 gene
Hectd3,52449,HECT domain containing 3
1700063K16Rik,52451,RIKEN cDNA 1700063K16 gene
1700071A11Rik,52452,RIKEN cDNA 1700071A11 gene
Lrrc27,52453,leucine rich repeat containing 27
1700069B07Rik,52454,RIKEN cDNA 1700069B07 gene
Immt,52455,"inner membrane protein, mitochondrial"
Got1l1,52456,glutamic-oxaloacetic transaminase 1-like 1
Msi2,52467,musashi RNA-binding protein 2
Stambpl1,52471,STAM binding protein like 1
1700112E06Rik,52474,RIKEN cDNA 1700112E06 gene
Zim2,52478,"zinc finger, imprinted 2"
1700113H08Rik,52481,RIKEN cDNA 1700113H08 gene
Pkd1l2,52486,polycystic kidney disease 1 like 2
Wdr38,52487,WD repeat domain 38
Srxn1,52491,sulfiredoxin 1 homolog (S. cerevisiae)
1700122O11Rik,52492,RIKEN cDNA 1700122O11 gene
Actrt3,52493,actin related protein T3
Cby3,52494,chibby homolog 3 (Drosophila)
Upp2,52495,uridine phosphorylase 2
1700123M08Rik,52506,RIKEN cDNA 1700123M08 gene
Mdh1b,52509,"malate dehydrogenase 1B, NAD (soluble)"
1700128F08Rik,52510,RIKEN cDNA 1700128F08 gene
Cfap70,52511,cilia and flagella associated protein 70
Trim12a,52522,tripartite motif-containing 12A
Clip3,52527,CAP-GLY domain containing linker protein 3
Arfrp1,52529,ADP-ribosylation factor related protein 1
Ctrc,52542,chymotrypsin C (caldecrin)
Cpb1,52544,carboxypeptidase B1 (tissue)
Ppp1r2-ps7,52546,"protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 7"
Clasp1,52548,CLIP associating protein 1
Arpc2,52550,"actin related protein 2/3 complex, subunit 2"
Catsperg2,52559,catsper channel auxiliary subunit gamma 2
Kansl1,52560,KAT8 regulatory NSL complex subunit 1
Ckmt2,52563,"creatine kinase, mitochondrial 2"
Creld2,52578,cysteine-rich with EGF-like domains 2
Efr3a,52581,EFR3 homolog A (S. cerevisiae)
Snx27,52583,sorting nexin family member 27
Gje1,52584,"gap junction protein, epsilon 1"
Dapl1,52587,death associated protein-like 1
Trdn,52597,triadin
Mospd2,52603,motile sperm domain containing 2
Alpi,52608,"alkaline phosphatase, intestinal"
2010005H15Rik,52610,RIKEN cDNA 2010005H15 gene
Wdyhv1,52613,WDYHV motif containing 1
Slc10a7,52615,"solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
Cluap1,52619,clusterin associated protein 1
Mettl4,52621,methyltransferase like 4
Mtif2,52624,mitochondrial translational initiation factor 2
2410124H12Rik,52625,RIKEN cDNA 2410124H12 gene
Ppfia3,52627,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
Klhdc10,52628,kelch domain containing 10
Mzt1,52629,mitotic spindle organizing protein 1
2410131K14Rik,52632,RIKEN cDNA 2410131K14 gene
Snip1,52633,Smad nuclear interacting protein 1
Tbc1d9b,52635,"TBC1 domain family, member 9B"
2410137M14Rik,52637,RIKEN cDNA 2410137M14 gene
Tmem234,52639,transmembrane protein 234
Usp42,52640,ubiquitin specific peptidase 42
2410141K09Rik,52643,RIKEN cDNA 2410141K09 gene
Kdm4c,52644,lysine (K)-specific demethylase 4C
Rpl18a,52648,ribosomal protein L18A
Bri3bp,52649,Bri3 binding protein
Armc6,52653,armadillo repeat containing 6
Sdccag8,52656,serologically defined colon cancer antigen 8
Fam49a,52660,"family with sequence similarity 49, member A"
Mtfr1l,52664,mitochondrial fission regulator 1-like
Nubpl,52666,nucleotide binding protein-like
Dok5,52669,docking protein 5
Hyls1,52672,hydrolethalus syndrome 1
Dtl,52683,denticleless homolog (Drosophila)
Rps9,52686,ribosomal protein S9
Ago4,52690,argonaute RISC catalytic subunit 4
Gper1,52694,G protein-coupled estrogen receptor 1
Catsper3,52696,"cation channel, sperm associated 3"
Spopl,52697,speckle-type POZ protein-like
Dcun1d5,52703,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)"
Morn1,52706,MORN repeat containing 1
Rhbdd1,52707,rhomboid domain containing 1
Ccdc116,52712,coiled-coil domain containing 116
Rab36,52717,"RAB36, member RAS oncogene family"
Cyfip2,52724,cytoplasmic FMR1 interacting protein 2
Fam81a,52726,"family with sequence similarity 81, member A"
Adck4,52729,aarF domain containing kinase 4
Memo1,52730,mediator of cell motility 1
Rnft1,52732,"ring finger protein, transmembrane 1"
Cers2,52733,ceramide synthase 2
Mettl15,52734,methyltransferase like 15
Bicd2,52735,bicaudal D homolog 2 (Drosophila)
Ralyl,52737,RALY RNA binding protein-like
B3gat1,52738,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
Golga1,52739,"golgi autoantigen, golgin subfamily a, 1"
Ssbp4,52740,single stranded DNA binding protein 4
Jade2,52741,jade family PHD finger 2
Lrg1,52745,leucine-rich alpha-2-glycoprotein 1
Mnd1,52755,meiotic nuclear divisions 1 homolog (S. cerevisiae)
Timmdc1,52756,translocase of inner mitochondrial membrane domain containing 1
Flywch2,52757,FLYWCH family member 2
Arrdc5,52760,arrestin domain containing 5
1700013D24Rik,52761,RIKEN cDNA 1700013D24 gene
1700021A07Rik,52764,RIKEN cDNA 1700021A07 gene
1700015E13Rik,52765,RIKEN cDNA 1700015E13 gene
Tsacc,52767,TSSK6 activating co-chaperone
Arfip2,52772,ADP-ribosylation factor interacting protein 2
Ifi27l2a,52773,"interferon, alpha-inducible protein 27 like 2A"
Hnrnpm,52776,heterogeneous nuclear ribonucleoprotein M
2810429I04Rik,52777,RIKEN cDNA 2810429I04 gene
Rbm17,52778,RNA binding motif protein 17
Lypd5,52782,Ly6/Plaur domain containing 5
Psapl1,52783,prosaposin-like 1
Nt5c2,52792,"5'-nucleotidase, cytosolic II"
St5,52794,suppression of tumorigenicity 5
Gm14296,52798,predicted gene 14296
Chmp5,52799,charged multivesicular body protein 5
Bcas1,52800,breast carcinoma amplified sequence 1
2610028H24Rik,52804,RIKEN cDNA 2610028H24 gene
Slitrk1,52805,"SLIT and NTRK-like family, member 1"
2700049A03Rik,52807,RIKEN cDNA 2700049A03 gene
Chst1,52809,carbohydrate (keratan sulfate Gal-6) sulfotransferase 1
2810007J24Rik,52811,RIKEN cDNA 2810007J24 gene
Urah,52814,urate (5-hydroxyiso-) hydrolase
Ube2ql1,52820,ubiquitin-conjugating enzyme E2Q family-like 1
3110035E14Rik,52822,RIKEN cDNA 3110035E14 gene
Scfd1,52823,Sec1 family domain containing 1
Hdhd2,52827,haloacid dehalogenase-like hydrolase domain containing 2
Fam219aos,52832,"family with sequence similarity 219, member A, opposite strand"
Ddrgk1,52846,DDRGK domain containing 1
Mpped2,52855,metallophosphoesterase domain containing 2
Col25a1,52858,"collagen, type XXV, alpha 1"
Slc9a8,52871,"solute carrier family 9 (sodium/hydrogen exchanger), member 8"
Tstd3,52872,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
2510039O18Rik,52874,RIKEN cDNA 2510039O18 gene
Kdm8,52875,lysine (K)-specific demethylase 8
1700109H08Rik,52876,RIKEN cDNA 1700109H08 gene
Mrap,52877,melanocortin 2 receptor accessory protein
Arfgap2,52878,ADP-ribosylation factor GTPase activating protein 2
Atg16l1,52880,autophagy related 16-like 1 (S. cerevisiae)
Arsk,52881,arylsulfatase K
Hyal4,52882,hyaluronoglucosaminidase 4
4632433K11Rik,52883,RIKEN cDNA 4632433K11 gene
Arid2,52884,"AT rich interactive domain 2 (ARID, RFX-like)"
Bcl7a,52885,B cell CLL/lymphoma 7A
Cep83,52888,centrosomal protein 83
